S_no,Tahsil/Taluk,Village,Latitude,Longitude,Date_of_collection,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
151,Vellore,Pennathur,"12°50'40""","79°06'40""",01-07-1983,384.519457,13.17692308,94,39,39,5.964226244,89,121.0057919,0.626930769,8.1,63.00787771,Poor
152,Gudiyatham,Gudiyatham,"12°56'40""","78°52'10""",01-07-1983,384.519457,13.17692308,38,45,154,5.964226244,174,121.0057919,0.626930769,7.6,59.82433157,Poor
153,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",01-07-1983,384.519457,13.17692308,34,26,117,5.964226244,110,121.0057919,0.626930769,8.7,65.34182336,Poor
154,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-07-1983,384.519457,13.17692308,36,45,94,5.964226244,43,121.0057919,0.626930769,8,61.95681843,Poor
155,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",01-07-1983,384.519457,13.17692308,22,22,58,5.964226244,36,121.0057919,0.626930769,8.7,64.76174885,Poor
156,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",01-07-1983,384.519457,13.17692308,16,33,124,5.964226244,53,121.0057919,0.626930769,9.2,68.44830966,Poor
157,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",01-07-1983,384.519457,13.17692308,22,23,127,5.964226244,78,121.0057919,0.626930769,9,66.82985008,Poor
158,Vellore,Perumugai,"12°56'33""","79°11'49""",01-07-1983,384.519457,13.17692308,80,24,39,5.964226244,64,121.0057919,0.626930769,7.8,60.17568464,Poor
159,Vellore,Karadikudi,"12°50'38""","78°55'49""",01-07-1983,384.519457,13.17692308,36,77,205,5.964226244,206,121.0057919,0.626930769,8.8,68.91409105,Poor
160,Vellore,Usur,"12°51'54""","79°03'43""",01-07-1983,384.519457,13.17692308,64,41,400,5.964226244,355,121.0057919,0.626930769,8.6,66.77938754,Poor
161,Vellore,Thuthikadu,"12°47'26""","79°05'09""",01-07-1983,384.519457,13.17692308,44,40,62,5.964226244,46,121.0057919,0.626930769,8.3,63.57955731,Poor
162,Vellore,Vallam,"12°45'15""","79°09'18""",01-07-1983,384.519457,13.17692308,76,67,108,5.964226244,170,121.0057919,0.626930769,8,63.83568576,Poor
163,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",01-07-1983,384.519457,13.17692308,84,43,168,5.964226244,280,121.0057919,0.626930769,8.2,64.17541677,Poor
164,Vellore,Asanampattu,"12°42'17""","78°48'58""",01-07-1983,384.519457,13.17692308,24,49,67,5.964226244,57,121.0057919,0.626930769,9,68.06270393,Poor
165,Katpadi,Ponnai,"13°07'50""","79°15'35""",01-07-1983,384.519457,13.17692308,142,69,28,5.964226244,465,121.0057919,0.626930769,8,65.06338961,Poor
166,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",01-07-1983,384.519457,13.17692308,96,29,122,5.964226244,170,121.0057919,0.626930769,8.2,63.38917822,Poor
167,Walajahpet,Sumaithangi,"12°54'10""","79°26'30""",01-07-1983,384.519457,13.17692308,58.75113122,61,235,5.964226244,189.0329095,121.0057919,0.626930769,7.8,62.33683873,Poor
168,Walajahpet,Ammur,"12°57'30""","79°17'00""",01-07-1983,384.519457,13.17692308,48,38,127,5.964226244,78,121.0057919,0.626930769,8,61.86751439,Poor
169,Arakkonam,Mosur,"13°05'02""","79°43'10""",01-07-1983,384.519457,13.17692308,56,56,244,5.964226244,369,121.0057919,0.626930769,8,63.50090143,Poor
170,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",01-07-1983,384.519457,13.17692308,28,29,133,5.964226244,71,121.0057919,0.626930769,8,61.12734929,Poor
171,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",01-07-1983,384.519457,13.17692308,40,33,191,5.964226244,99,121.0057919,0.626930769,8.1,62.25819031,Poor
172,Arakkonam,Amirpet,"13°08'29""","79°36'40""",01-07-1983,384.519457,13.17692308,38,35,71,5.964226244,113,121.0057919,0.626930769,8.5,64.55813846,Poor
173,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",01-07-1983,384.519457,13.17692308,48,16,35,5.964226244,53,121.0057919,0.626930769,8,60.51693646,Poor
174,Walajahpet,Vellore water works,"12°56'30""","79°08'00""",01-07-1983,384.519457,13.17692308,44,21,99,5.964226244,85,121.0057919,0.626930769,7.8,59.66521285,Poor
175,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-07-1983,384.519457,13.17692308,32,20,147,5.964226244,131,121.0057919,0.626930769,8,60.81791746,Poor
176,Arakkonam,Sayanavaram,"12°58'50""","79°39'00""",01-07-1983,384.519457,13.17692308,80,38,285,5.964226244,323,121.0057919,0.626930769,8.2,64.14186403,Poor
177,Arakkonam,Reddivalam,"12°56'12""","79°35'35""",01-07-1983,384.519457,13.17692308,50,34,131,5.964226244,252,121.0057919,0.626930769,8.6,65.57175658,Poor
178,Arakkonam,Karivedu,"12°53'27""","79°30'50""",01-07-1983,384.519457,13.17692308,20,12,90,5.964226244,82,121.0057919,0.626930769,8.8,64.94504237,Poor
179,Arakkonam,Athipattu,"12°52'43""","79°27'32""",01-07-1983,384.519457,13.17692308,34,26,122,5.964226244,145,121.0057919,0.626930769,9,67.22493949,Poor
180,Vellore,Pennathur,"12°50'40""","79°06'40""",01-01-1984,384.519457,13.17692308,60,78,71,5.964226244,245,121.0057919,0.626930769,7.8,62.98626928,Poor
181,Walajahpet,Lalapet,"12°58'00""","79°03'00""",01-01-1984,384.519457,13.17692308,200,68,469,5.964226244,189.0329095,121.0057919,0.626930769,7.5,63.27769369,Poor
182,Gudiyatham,Gudiyatham,"12°56'40""","78°52'10""",01-01-1984,384.519457,13.17692308,26,26,198,5.964226244,177,121.0057919,0.626930769,7.8,59.98253385,Poor
183,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",01-01-1984,384.519457,13.17692308,140,49,414,5.964226244,189.0329095,121.0057919,0.626930769,7.4,60.74621782,Poor
184,Katpadi,Vaduganthangal,"12°58'10""","79°04'10""",01-01-1984,384.519457,13.17692308,180,129,262,5.964226244,189.0329095,121.0057919,0.626930769,7.7,66.98121055,Poor
185,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",01-01-1984,384.519457,13.17692308,42,13,74,5.964226244,78,121.0057919,0.626930769,7.8,59.16548173,Poor
186,Arakkonam,Kilveeranam,"12°59'51""","79°28'25""",01-01-1984,384.519457,13.17692308,20,15,92,5.964226244,71,121.0057919,0.626930769,7.9,59.60124605,Poor
187,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-01-1984,384.519457,13.17692308,24,60,136,5.964226244,149,121.0057919,0.626930769,7.9,62.17220031,Poor
188,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",01-01-1984,384.519457,13.17692308,40,71,117,5.964226244,241,121.0057919,0.626930769,7.4,59.99150365,Poor
189,Vellore,Pallikonda,"12°54'05""","78°56'30""",01-01-1984,384.519457,13.17692308,104,71,437,5.964226244,189.0329095,121.0057919,0.626930769,7.9,64.48356139,Poor
190,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",01-01-1984,384.519457,13.17692308,24,57,152,5.964226244,103,121.0057919,0.626930769,7.7,60.77063681,Poor
191,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",01-01-1984,384.519457,13.17692308,22,33,200,5.964226244,78,121.0057919,0.626930769,7.7,59.5609061,Poor
192,Vellore,Perumugai,"12°56'33""","79°11'49""",01-01-1984,384.519457,13.17692308,46,60,122,5.964226244,191,121.0057919,0.626930769,7.7,61.28150609,Poor
193,Vellore,Karadikudi,"12°50'38""","78°55'49""",01-01-1984,384.519457,13.17692308,32,78,242,5.964226244,248,121.0057919,0.626930769,7.6,61.71545174,Poor
194,Vellore,Pinnathurai,"12°46'43""","78°56'11""",01-01-1984,384.519457,13.17692308,28,44,127,5.964226244,89,121.0057919,0.626930769,7.7,60.08592059,Poor
195,Vellore,Usur,"12°51'54""","79°03'43""",01-01-1984,384.519457,13.17692308,32,52,382,5.964226244,284,121.0057919,0.626930769,7.8,61.90434662,Poor
196,Vellore,Thuthikadu,"12°47'26""","79°05'09""",01-01-1984,384.519457,13.17692308,28,41,99,5.964226244,74,121.0057919,0.626930769,8,61.68712625,Poor
197,Vellore,Vallam,"12°45'15""","79°09'18""",01-01-1984,384.519457,13.17692308,28,105,184,5.964226244,340,121.0057919,0.626930769,7.9,64.89153669,Poor
198,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",01-01-1984,384.519457,13.17692308,144,62,316,5.964226244,471,121.0057919,0.626930769,7.6,62.85572663,Poor
199,Vellore,Asanampattu,"12°42'17""","78°48'58""",01-01-1984,384.519457,13.17692308,24,55,145,5.964226244,85,121.0057919,0.626930769,7.5,59.41104233,Poor
200,Katpadi,Ponnai,"13°07'50""","79°15'35""",01-01-1984,384.519457,13.17692308,164,146,432,5.964226244,189.0329095,121.0057919,0.626930769,7.5,66.75199708,Poor
201,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",01-01-1984,384.519457,13.17692308,26,38,209,5.964226244,241,121.0057919,0.626930769,7.9,61.31565049,Poor
202,Walajahpet,Neelakandaroyarpettai,"13°02'20""","79°22'05""",01-01-1984,384.519457,13.17692308,72,63,186.7503982,5.964226244,189.0329095,121.0057919,0.626930769,7.5,60.70004996,Poor
203,Walajahpet,Thalangai,"12°59'40""","79°25'28""",01-01-1984,384.519457,13.17692308,42,62,122,5.964226244,227,121.0057919,0.626930769,7.7,61.37468992,Poor
204,Walajahpet,Ammur,"12°57'30""","79°17'00""",01-01-1984,384.519457,13.17692308,32,39,110,5.964226244,96,121.0057919,0.626930769,7.9,61.07754956,Poor
205,Arakkonam,Mosur,"13°05'02""","79°43'10""",01-01-1984,384.519457,13.17692308,144,114,186.7503982,5.964226244,189.0329095,121.0057919,0.626930769,7.7,65.55950771,Poor
206,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",01-01-1984,384.519457,13.17692308,18,22,131,5.964226244,71,121.0057919,0.626930769,7.9,60.01233847,Poor
207,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",01-01-1984,384.519457,13.17692308,36,43,166,5.964226244,89,121.0057919,0.626930769,7.7,60.22050313,Poor
208,Arakkonam,Amirpet,"13°08'29""","79°36'40""",01-01-1984,384.519457,13.17692308,50,37,94,5.964226244,160,121.0057919,0.626930769,7.8,60.66129647,Poor
209,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",01-01-1984,384.519457,13.17692308,50,16,41,5.964226244,43,121.0057919,0.626930769,7.4,56.88412023,Poor
210,Walajahpet,Vellore water works,"12°56'30""","79°08'00""",01-01-1984,384.519457,13.17692308,32,13,46,5.964226244,39,121.0057919,0.626930769,7.8,58.92426143,Poor
211,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-01-1984,384.519457,13.17692308,32,27,76,5.964226244,85,121.0057919,0.626930769,8,60.98556021,Poor
212,Arakkonam,Sayanavaram,"12°58'50""","79°39'00""",01-01-1984,384.519457,13.17692308,38,52,283,5.964226244,337,121.0057919,0.626930769,7.6,60.64087388,Poor
213,Arakkonam,Reddivalam,"12°56'12""","79°35'35""",01-01-1984,384.519457,13.17692308,112,50,202,5.964226244,337,121.0057919,0.626930769,7.5,60.79283995,Poor
214,Arakkonam,Karivedu,"12°53'27""","79°30'50""",01-01-1984,384.519457,13.17692308,62,38,179,5.964226244,316,121.0057919,0.626930769,7.7,60.62846753,Poor
215,Vellore,Pennathur,"12°50'40""","79°06'40""",01-07-1984,384.519457,13.17692308,50,55,69,5.964226244,174,121.0057919,0.626930769,8.2,64.0031252,Poor
216,Walajahpet,Lalapet,"12°58'00""","79°03'00""",01-07-1984,384.519457,13.17692308,58.75113122,52.24729367,428,5.964226244,189.0329095,121.0057919,0.626930769,8,63.47817846,Poor
217,Gudiyatham,Gudiyatham,"12°56'40""","78°52'10""",01-07-1984,384.519457,13.17692308,28,30,255,5.964226244,241,121.0057919,0.626930769,8.7,65.89755637,Poor
218,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",01-07-1984,384.519457,13.17692308,56,26,129,5.964226244,163,121.0057919,0.626930769,7.4,57.80593503,Poor
219,Arakkonam,Kilveeranam,"12°59'51""","79°28'25""",01-07-1984,384.519457,13.17692308,54,37,85,5.964226244,89,121.0057919,0.626930769,7.8,60.61075565,Poor
220,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-07-1984,384.519457,13.17692308,30,39,133,5.964226244,42,121.0057919,0.626930769,9,67.73685432,Poor
221,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",01-07-1984,384.519457,13.17692308,44,24,87,5.964226244,78,121.0057919,0.626930769,8.2,62.22850209,Poor
222,Vellore,Pallikonda,"12°54'05""","78°56'30""",01-07-1984,384.519457,13.17692308,40,78,152,5.964226244,216,121.0057919,0.626930769,7.8,62.83115588,Poor
223,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",01-07-1984,384.519457,13.17692308,24,46,150,5.964226244,106,121.0057919,0.626930769,8.9,67.51955873,Poor
224,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",01-07-1984,384.519457,13.17692308,22,15,133,5.964226244,60,121.0057919,0.626930769,9,66.40435323,Poor
225,Vellore,Perumugai,"12°56'33""","79°11'49""",01-07-1984,384.519457,13.17692308,46,39,173,5.964226244,206,121.0057919,0.626930769,8.3,63.97025712,Poor
226,Vellore,Karadikudi,"12°50'38""","78°55'49""",01-07-1984,384.519457,13.17692308,28,60,223,5.964226244,202,121.0057919,0.626930769,8.8,67.95213047,Poor
227,Vellore,Pinnathurai,"12°46'43""","78°56'11""",01-07-1984,384.519457,13.17692308,24,29,170,5.964226244,106,121.0057919,0.626930769,8.9,66.6770677,Poor
228,Vellore,Usur,"12°51'54""","79°03'43""",01-07-1984,384.519457,13.17692308,38,26,368,5.964226244,213,121.0057919,0.626930769,8.8,66.62323265,Poor
229,Vellore,Thuthikadu,"12°47'26""","79°05'09""",01-07-1984,384.519457,13.17692308,28,56,92,5.964226244,82,121.0057919,0.626930769,8.7,66.73079296,Poor
230,Vellore,Vallam,"12°45'15""","79°09'18""",01-07-1984,384.519457,13.17692308,52,138,209,5.964226244,450,121.0057919,0.626930769,8.3,69.55952406,Poor
231,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",01-07-1984,384.519457,13.17692308,64,56,246,5.964226244,319,121.0057919,0.626930769,8.2,64.77307559,Poor
232,Vellore,Asanampattu,"12°42'17""","78°48'58""",01-07-1984,384.519457,13.17692308,28,77,122,5.964226244,117,121.0057919,0.626930769,8.3,65.48163418,Poor
233,Katpadi,Ponnai,"13°07'50""","79°15'35""",01-07-1984,384.519457,13.17692308,58.75113122,52.24729367,186.7503982,5.964226244,189.0329095,121.0057919,0.626930769,8.3,64.83898332,Poor
234,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",01-07-1984,384.519457,13.17692308,40,28,200,5.964226244,209,121.0057919,0.626930769,8.3,63.37322909,Poor
235,Walajahpet,Neelakandaroyarpettai,"13°02'20""","79°22'05""",01-07-1984,384.519457,13.17692308,152,97,186.7503982,5.964226244,189.0329095,121.0057919,0.626930769,7.8,65.39868469,Poor
236,Walajahpet,Thalangai,"12°59'40""","79°25'28""",01-07-1984,384.519457,13.17692308,34,66,147,5.964226244,234,121.0057919,0.626930769,8.1,63.96857671,Poor
237,Walajahpet,Sumaithangi,"12°54'10""","79°26'30""",01-07-1984,384.519457,13.17692308,160,80,262,5.964226244,189.0329095,121.0057919,0.626930769,8.2,67.21400747,Poor
238,Walajahpet,Ammur,"12°57'30""","79°17'00""",01-07-1984,384.519457,13.17692308,36,48,133,5.964226244,113,121.0057919,0.626930769,8.3,64.10512481,Poor
239,Arakkonam,Mosur,"13°05'02""","79°43'10""",01-07-1984,384.519457,13.17692308,136,83,469,5.964226244,189.0329095,121.0057919,0.626930769,7.6,63.78049437,Poor
240,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",01-07-1984,384.519457,13.17692308,26,27,127,5.964226244,67,121.0057919,0.626930769,8,60.97936466,Poor
241,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",01-07-1984,384.519457,13.17692308,56,29,202,5.964226244,82,121.0057919,0.626930769,8.1,62.27224911,Poor
242,Arakkonam,Amirpet,"13°08'29""","79°36'40""",01-07-1984,384.519457,13.17692308,94,48,44,5.964226244,163,121.0057919,0.626930769,8.4,65.40613173,Poor
243,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",01-07-1984,384.519457,13.17692308,60,12,25,5.964226244,32,121.0057919,0.626930769,8.3,62.25973246,Poor
244,Walajahpet,Vellore water works,"12°56'30""","79°08'00""",01-07-1984,384.519457,13.17692308,30,16,64,5.964226244,82,121.0057919,0.626930769,8.2,61.58044071,Poor
245,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-07-1984,384.519457,13.17692308,24,11,138,5.964226244,113,121.0057919,0.626930769,8.6,63.86049744,Poor
246,Arakkonam,Sayanavaram,"12°58'50""","79°39'00""",01-07-1984,384.519457,13.17692308,110,66,278,5.964226244,415,121.0057919,0.626930769,7.7,63.05943003,Poor
247,Arakkonam,Reddivalam,"12°56'12""","79°35'35""",01-07-1984,384.519457,13.17692308,144,62,177,5.964226244,411,121.0057919,0.626930769,7.6,62.51082376,Poor
248,Arakkonam,Karivedu,"12°53'27""","79°30'50""",01-07-1984,384.519457,13.17692308,100,32,170,5.964226244,252,121.0057919,0.626930769,7.8,61.35557821,Poor
249,Arakkonam,Athipattu,"12°52'43""","79°27'32""",01-07-1984,384.519457,13.17692308,46,26,97,5.964226244,121,121.0057919,0.626930769,8.3,63.0427393,Poor
250,Vellore,Pennathur,"12°50'40""","79°06'40""",01-01-1985,724,24,68,102,44,2,209,14,0.626930769,7.3,59.40804574,Poor
251,Walajahpet,Lalapet,"12°58'00""","79°03'00""",01-01-1985,384.519457,147,58.75113122,52.24729367,186.7503982,9,189.0329095,154,0.626930769,7.8,68.6194166,Poor
252,Gudiyatham,Gudiyatham,"12°56'40""","78°52'10""",01-01-1985,926,27,24,48,242,18,199,36,0.626930769,8.6,73.15510054,Poor
253,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",01-01-1985,384.519457,22,58.75113122,63,414,5.964226244,189.0329095,110,0.626930769,8,64.33016476,Poor
254,Katpadi,Vaduganthangal,"12°58'10""","79°04'10""",01-01-1985,384.519457,34,126,82,133,5,340,31,0.626930769,8.2,66.92363828,Poor
255,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",01-01-1985,346,7,42,13,60,7,85,29,0.626930769,8.4,62.97373592,Poor
256,Arakkonam,Kilveeranam,"12°59'51""","79°28'25""",01-01-1985,417,5,44,20,87,2,57,17,0.626930769,8.4,60.6082813,Poor
257,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-01-1985,713,14,28,73,133,7,121,20,0.626930769,8.1,64.61678703,Poor
258,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",01-01-1985,456,15,40,32,81,2,71,12,0.626930769,8.2,60.34938142,Poor
259,Vellore,Pallikonda,"12°54'05""","78°56'30""",01-01-1985,718,1,60,94,87,1,191,10,0.626930769,7.3,57.512439,Poor
260,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",01-01-1985,764,27,24,67,161,2,103,36,0.626930769,8.3,63.34206137,Poor
261,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",01-01-1985,651,4,38,28,179,3,78,32,0.626930769,8.5,62.35281487,Poor
262,Vellore,Perumugai,"12°56'33""","79°11'49""",01-01-1985,973,38,90,58,173,5,227,38,0.626930769,7.4,60.58676809,Poor
263,Vellore,Karadikudi,"12°50'38""","78°55'49""",01-01-1985,384.519457,1,62,79,225,2,209,40,0.626930769,7.7,59.97587968,Poor
264,Vellore,Pinnathurai,"12°46'43""","78°56'11""",01-01-1985,702,5,42,46,170,3,96,12,0.626930769,8.2,61.53955386,Poor
265,Vellore,Usur,"12°51'54""","79°03'43""",01-01-1985,384.519457,1,42,41,368,5,248,38,0.626930769,7.5,58.45295426,Poor
266,Vellore,Thuthikadu,"12°47'26""","79°05'09""",01-01-1985,531,4,36,68,74,1,53,17,0.626930769,7.4,56.31353166,Poor
267,Vellore,Vallam,"12°45'15""","79°09'18""",01-01-1985,384.519457,32,136,122,179,5,411,77,0.626930769,7.3,63.81870019,Poor
268,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",01-01-1985,384.519457,24,132,54,150,5.964226244,298,67,0.626930769,7.8,63.28860277,Poor
269,Vellore,Asanampattu,"12°42'17""","78°48'58""",01-01-1985,813,37,44,60,161,2,128,19,0.626930769,8.2,63.04965398,Poor
270,Katpadi,Ponnai,"13°07'50""","79°15'35""",01-01-1985,384.519457,31,184,88,322,5.964226244,189.0329095,72,0.626930769,7.1,61.97606399,Poor
271,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",01-01-1985,539,13.17692308,38,23,143,6,128,12,0.626930769,7.9,60.33277986,Poor
272,Walajahpet,Neelakandaroyarpettai,"13°02'20""","79°22'05""",01-01-1985,384.519457,13.17692308,160,97,414,5.964226244,189.0329095,115,0.626930769,7.5,64.11192362,Poor
273,Walajahpet,Thalangai,"12°59'40""","79°25'28""",01-01-1985,760,17,70,62,120,3,174,34,0.626930769,7.4,58.38956589,Poor
274,Walajahpet,Sumaithangi,"12°54'10""","79°26'30""",01-01-1985,384.519457,18,58.75113122,66,276,3,189.0329095,91,0.626930769,7.2,57.55379079,Poor
275,Walajahpet,Ammur,"12°57'30""","79°17'00""",01-01-1985,673,7,44,49,108,5.964226244,106,19,0.626930769,7.1,56.58474264,Poor
276,Arakkonam,Mosur,"13°05'02""","79°43'10""",01-01-1985,384.519457,29,24,52.24729367,186.7503982,5.964226244,189.0329095,202,0.626930769,7.9,62.65238636,Poor
277,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",01-01-1985,577,10,30,15,170,4,128,16,0.626930769,9,65.38525412,Poor
278,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",01-01-1985,384.519457,20,54,54,129,5.964226244,167,39,0.626930769,9,69.12859544,Poor
279,Arakkonam,Amirpet,"13°08'29""","79°36'40""",01-01-1985,568,16,90,23,78,2,149,33,0.626930769,8.3,61.38112341,Poor
280,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",01-01-1985,282,3,68,6,31,2,32,6,0.626930769,8.9,62.9881006,Poor
281,Walajahpet,Vellore water works,"12°56'30""","79°08'00""",01-01-1985,249,1,20,18,51,3,53,6,0.626930769,7.2,53.09550277,Poor
282,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-01-1985,377,13.17692308,26,13,104,3,92,14,0.626930769,7.3,54.20065134,Poor
283,Arakkonam,Sayanavaram,"12°58'50""","79°39'00""",01-01-1985,384.519457,39,116,45,230,5.964226244,415,58,0.626930769,8.9,70.17339845,Poor
284,Arakkonam,Reddivalam,"12°56'12""","79°35'35""",01-01-1985,384.519457,15,200,58,219,5.964226244,189.0329095,72,0.626930769,8.5,68.36645939,Poor
285,Arakkonam,Karivedu,"12°53'27""","79°30'50""",01-01-1985,592,3,100,16,106,3,152,33,0.626930769,8.6,63.09274485,Poor
286,Arakkonam,Athipattu,"12°52'43""","79°27'32""",01-01-1985,448,12,42,12,87,20,124,21,0.626930769,8.1,68.42513259,Poor
287,Vellore,Pennathur,"12°50'40""","79°06'40""",01-07-1985,661,23,62,89,41,2,138,45,0.626930769,7.6,60.37698181,Poor
