,vellore,Latitude,Longitude,Date,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
751,,"12°56'40""","78°52'10""",22-01-2012,384.519457,13,36,15,361,20,185,283,0.626930769,8,68.92254716,Poor
752,,"12°58'05""","79°12'25""",23-01-2012,384.519457,24,24,20,186.7503982,4,189.0329095,298,0.626930769,8.2,61.70684858,Poor
753,,"12°58'10""","79°04'10""",24-01-2012,384.519457,31,120,122,186.7503982,5.964226244,189.0329095,240,0.626930769,7.9,67.73191709,Poor
754,,"12°29'00""","78°34'20""",25-01-2012,520,4,26,13,147,4,174,67,0.626930769,8.2,60.19036328,Poor
755,,"12°59'51""","79°28'25""",26-01-2012,403,1,14,11,133,5.964226244,78,30,0.626930769,8.1,60.0157868,Poor
756,,"12°53'20""","78°46'00""",27-01-2012,384.519457,29,44,63,237,5.964226244,323,149,0.626930769,7.8,63.0583843,Poor
757,,"12°54'05""","78°56'30""",28-01-2012,384.519457,31,48,54,186.7503982,5.964226244,189.0329095,283,0.626930769,7.5,60.83806842,Poor
758,,"12°59'45""","78°54'40""",29-01-2012,997,27,12,45,274,5.964226244,75,278,0.626930769,8.1,63.59030389,Poor
759,,"13°01'50""","78°10'48""",30-01-2012,384.519457,21,20,44,359,5.964226244,305,326,0.626930769,8,63.1442658,Poor
760,,"12°56'33""","79°11'49""",31-01-2012,311,13.17692308,18,10,85,5.964226244,57,43,0.626930769,7.8,58.52919152,Poor
761,,"12°50'38""","78°55'49""",01-02-2012,384.519457,21,20,61,186.7503982,5.964226244,189.0329095,245,0.626930769,7.6,60.98067658,Poor
762,,"12°46'43""","78°56'11""",02-02-2012,935,14,32,40,258,5.964226244,295,110,0.626930769,8,62.46043258,Poor
763,,"12°51'54""","79°03'43""",03-02-2012,384.519457,31,100,52.24729367,186.7503982,12,189.0329095,121.0057919,0.626930769,7.4,63.86388513,Poor
764,,"12°47'26""","79°05'09""",04-02-2012,384.519457,29,80,76,186.7503982,5.964226244,189.0329095,307,0.626930769,7.7,63.6015045,Poor
765,,"12°45'15""","79°09'18""",05-02-2012,384.519457,29,80,76,186.7503982,5.964226244,189.0329095,307,0.626930769,7.7,63.6015045,Poor
766,,"12°55'05""","79°03'00""",06-02-2012,384.519457,31,16,59,329,16,320,250,0.626930769,7.3,65.24308513,Poor
767,,"12°42'17""","78°48'58""",07-02-2012,902,18,12,39,262,5.964226244,217,139,0.626930769,8.3,64.06110059,Poor
768,,"13°07'50""","79°15'35""",08-02-2012,384.519457,13.17692308,48,68,186.7503982,27,189.0329095,192,0.626930769,7.7,73.31833005,Poor
769,,"13°06'25""","79°25'25""",09-02-2012,914,25,18,20,288,4,355,53,0.626930769,7.9,60.01945968,Poor
770,,"12°59'40""","79°25'28""",10-02-2012,968,13.17692308,28,39,290,5.964226244,412,77,0.626930769,8.042683258,62.74875668,Poor
771,,"12°54'10""","79°26'30""",11-02-2012,384.519457,17,152,68,186.7503982,5.964226244,189.0329095,121.0057919,0.626930769,7.4,61.60219123,Poor
772,,"12°57'30""","79°17'00""",12-02-2012,384.519457,24,120,78,186.7503982,4,189.0329095,149,0.626930769,7.6,62.14970152,Poor
773,,"12°46'00""","79°23'05""",13-02-2012,384.519457,18,58.75113122,142,186.7503982,5.964226244,189.0329095,312,0.626930769,8,68.14471408,Poor
774,,"12°48'00""","79°21'25""",14-02-2012,384.519457,13.17692308,72,39,186.7503982,5.964226244,189.0329095,163,0.626930769,8.3,64.40065801,Poor
775,,"12°45'25""","79°18'35""",15-02-2012,650,13,4,38,182,5.964226244,224,67,0.626930769,8.3,63.3694265,Poor
776,,"12°52'35""","79°15'45""",16-02-2012,698,13.17692308,62,9,189,5.964226244,135,130,0.626930769,8.2,62.080416,Poor
777,,"12°48'40""","79°14'15""",17-02-2012,990,3,20,24,329,5.964226244,185,154,0.626930769,7.6,58.68947013,Poor
778,,"13°05'02""","79°43'10""",18-02-2012,384.519457,28,200,52.24729367,186.7503982,35,189.0329095,121.0057919,0.626930769,7.6,78.77246067,Very poor
779,,"13°02'23""","79°40'06""",19-02-2012,384.519457,10,16,27,322,27,220,178,0.626930769,8.4,75.17758601,Very poor
780,,"13°08'56""","79°42'17""",20-02-2012,890,8,56,22,246,5.964226244,401,67,0.626930769,8.3,63.48612903,Poor
781,,"13°08'29""","79°36'40""",21-02-2012,388,13.17692308,18,5,129,5.964226244,64,38,0.626930769,8.1,60.21023942,Poor
782,,"13°11'19""","79°39'18""",22-02-2012,963,15,32,17,306,5.964226244,391,58,0.626930769,8.2,62.66688968,Poor
783,,"12°56'30""","79°08'00""",23-02-2012,500,4,48,1,143,4,174,10,0.626930769,7.8,57.32992961,Poor
784,,"12°55'00""","79°12'00""",24-02-2012,306,1,16,9,90,5.964226244,110,29,0.626930769,8,59.25428521,Poor
785,,"12°58'50""","79°39'00""",25-02-2012,384.519457,25,80,59,186.7503982,20,189.0329095,202,0.626930769,8.2,73.03307715,Poor
786,,"12°56'12""","79°35'35""",26-02-2012,384.519457,21,68,32,430,16,440,288,0.626930769,8.4,71.29235342,Poor
787,,"12°53'27""","79°30'50""",27-02-2012,384.519457,1,76,29,354,5.964226244,189.0329095,130,0.626930769,7.9,61.30390779,Poor
788,,"12°48'00""","79°17'00""",28-02-2012,384.519457,38,44,68,458,31,189.0329095,24,0.626930769,8.7,82.74211757,Very poor
789,,"12°50'40""","79°06'40""",29-02-2012,384.519457,45,96,39,186.7503982,5,189.0329095,86,0.626930769,8.1,64.09420978,Poor
790,,"12°58'00""","79°03'00""",01-03-2012,384.519457,32,96,52.24729367,186.7503982,4,189.0329095,228,0.626930769,8,63.3526254,Poor
791,,"12°56'40""","78°52'10""",02-03-2012,427,13.17692308,22,15,120,10,96,24,0.626930769,8.8,67.24586477,Poor
792,,"12°58'05""","79°12'25""",03-03-2012,384.519457,18,32,27,186.7503982,4,189.0329095,38,0.626930769,8.2,61.54555116,Poor
793,,"12°58'10""","79°04'10""",04-03-2012,384.519457,37,88,88,442,9,189.0329095,173,0.626930769,8.2,69.61856465,Poor
794,,"12°29'00""","78°34'20""",05-03-2012,659,13.17692308,30,16,190,25,305,29,0.626930769,8.3,72.93554648,Poor
795,,"12°59'51""","79°28'25""",06-03-2012,514,13.17692308,18,12,177,1,114,24,0.626930769,8.2,58.67509197,Poor
796,,"12°47'35""","78°53'00""",07-03-2012,615,15,16,33,184,8,163,121.0057919,0.626930769,8.3,64.4534471,Poor
797,,"12°53'20""","78°46'00""",08-03-2012,598,15,22,26,161,4,206,29,0.626930769,8.7,64.31343717,Poor
798,,"12°54'05""","78°56'30""",09-03-2012,384.519457,13,40,54,304,1,412,86,0.626930769,7.9,59.99399802,Poor
799,,"12°59'45""","78°54'40""",10-03-2012,922,21,20,46,281,4,277,58,0.626930769,8.4,64.19082199,Poor
800,,"13°01'50""","78°10'48""",11-03-2012,649,5,24,18,212,4,78,24,0.626930769,8.3,61.05046177,Poor
801,,"12°56'33""","79°11'49""",12-03-2012,799,20,22,34,248,3,312,31,0.626930769,8.1,61.08715286,Poor
802,,"12°50'38""","78°55'49""",13-03-2012,384.519457,20,12,56,380,3,405,120,0.626930769,8.4,64.30119484,Poor
803,,"12°46'43""","78°56'11""",14-03-2012,764,13.17692308,18,31,200,5.964226244,234,5,0.626930769,8.7,65.6331201,Poor
804,,"12°51'54""","79°03'43""",15-03-2012,384.519457,13,8,51,186.7503982,16,189.0329095,154,0.626930769,8.6,71.36692894,Poor
805,,"12°47'26""","79°05'09""",16-03-2012,384.519457,7,28,71,294,9,447,101,0.626930769,8.2,66.67679273,Poor
806,,"12°45'15""","79°09'18""",17-03-2012,384.519457,23,72,132,186.7503982,10,189.0329095,192,0.626930769,7.9,69.38441186,Poor
807,,"12°55'05""","79°03'00""",18-03-2012,384.519457,28,64,83,474,5.964226244,189.0329095,125,0.626930769,8,65.81005302,Poor
808,,"12°42'17""","78°48'58""",19-03-2012,384.519457,20,104,117,186.7503982,16,189.0329095,269,0.626930769,8,72.9039929,Poor
809,,"13°07'50""","79°15'35""",20-03-2012,384.519457,19,40,73,186.7503982,5.964226244,189.0329095,187,0.626930769,8.3,65.98195182,Poor
810,,"13°06'25""","79°25'25""",21-03-2012,495,4,12,21,166,4,117,24,0.626930769,8.6,62.74272175,Poor
811,,"12°59'40""","79°25'28""",22-03-2012,384.519457,38,76,71,396,9,189.0329095,154,0.626930769,8.2,68.49070199,Poor
812,,"12°54'10""","79°26'30""",23-03-2012,384.519457,13.17692308,96,49,186.7503982,8,189.0329095,211,0.626930769,8.2,65.81507191,Poor
813,,"12°57'30""","79°17'00""",24-03-2012,973,14,20,51,242,5.964226244,305,108,0.626930769,8.3,64.68471869,Poor
814,,"12°39'30""","79°23'42""",25-03-2012,384.519457,13,40,66,299,5.964226244,189.0329095,14,0.626930769,8.5,66.55766236,Poor
815,,"12°46'00""","79°23'05""",26-03-2012,384.519457,18,64,52.24729367,186.7503982,8,189.0329095,24,0.626930769,8,64.21548983,Poor
816,,"12°48'00""","79°21'25""",27-03-2012,384.519457,4,36,51,460,12,189.0329095,19,0.626930769,8.4,68.34955544,Poor
817,,"12°45'25""","79°18'35""",28-03-2012,384.519457,15,28,83,359,27,189.0329095,15,0.626930769,8.6,79.43864149,Very poor
818,,"12°52'35""","79°15'45""",29-03-2012,526,1,6,10,188,5,156,25,0.626930769,8.7,63.22676008,Poor
819,,"12°48'40""","79°14'15""",30-03-2012,627,13.17692308,10,46,175,3,252,23,0.626930769,8.5,63.43862011,Poor
820,,"13°05'02""","79°43'10""",31-03-2012,384.519457,4,144,68,186.7503982,22,189.0329095,28,0.626930769,8.3,74.99746295,Poor
821,,"13°02'23""","79°40'06""",01-04-2012,449,13.17692308,12,5,166,3,96,15,0.626930769,8.4,60.4512313,Poor
822,,"13°08'56""","79°42'17""",02-04-2012,384.519457,1,10,33,319,5.964226244,419,9,0.626930769,8.2,62.45855226,Poor
823,,"13°08'29""","79°36'40""",03-04-2012,693,13.17692308,30,23,209,6,351,19,0.626930769,8.6,64.95640214,Poor
824,,"13°11'19""","79°39'18""",04-04-2012,580,13.17692308,56,1,179,7,131,5,0.626930769,8.4,63.10642603,Poor
825,,"12°56'30""","79°08'00""",05-04-2012,374,13.17692308,14,18,104,5,103,33,0.626930769,8.1,60.29598219,Poor
826,,"12°55'00""","79°12'00""",06-04-2012,441,13.17692308,12,9,152,5,99,42,0.626930769,8.6,62.97464721,Poor
827,,"12°53'27""","79°30'50""",07-04-2012,384.519457,2,48,110,196,14,189.0329095,34,0.626930769,8.7,73.91756411,Poor
828,,"12°48'00""","79°17'00""",08-04-2012,384.519457,64,56,59,294,5.964226244,296,149,0.626930769,8,65.65817358,Poor
829,,"12°50'40""","79°06'40""",09-04-2012,384.519457,21,196,52.24729367,333,2,189.0329095,67,0.626930769,7.9,62.65658987,Poor
830,,"12°58'00""","79°03'00""",10-04-2012,384.519457,101,168,68,186.7503982,4,189.0329095,432,0.626930769,8,68.13195089,Poor
831,,"12°56'40""","78°52'10""",11-04-2012,384.519457,28,88,112,489,2,189.0329095,48,0.626930769,8,65.41387364,Poor
832,,"12°58'05""","79°12'25""",12-04-2012,384.519457,29,20,15,407,27,334,192,0.626930769,8.6,76.88919869,Very poor
833,,"12°58'10""","79°04'10""",13-04-2012,384.519457,13.17692308,88,29,433,6,189.0329095,48,0.626930769,8,62.59277867,Poor
834,,"12°29'00""","78°34'20""",14-04-2012,597,13.17692308,26,5,158,36,167,113,0.626930769,9,82.39765955,Very poor
835,,"12°59'51""","79°28'25""",15-04-2012,641,13.17692308,22,18,210,6,146,74,0.626930769,8.9,66.23264821,Poor
836,,"12°47'35""","78°53'00""",16-04-2012,698,13,20,50,157,3,188,72,0.626930769,8.1,61.32133849,Poor
837,,"12°53'20""","78°46'00""",17-04-2012,592,11,26,29,158,2,121,41,0.626930769,7.8,57.70620867,Poor
838,,"12°54'05""","78°56'30""",18-04-2012,384.519457,38,120,68,401,3,189.0329095,101,0.626930769,8,64.41052683,Poor
839,,"12°59'45""","78°54'40""",19-04-2012,808,13.17692308,36,100,122,4,217,89,0.626930769,8.3,65.93027246,Poor
840,,"13°01'50""","78°10'48""",20-04-2012,574,13.17692308,14,18,201,2,159,77,0.626930769,8.6,62.11446819,Poor
841,,"12°56'33""","79°11'49""",21-04-2012,851,34,40,16,244,3,252,53,0.626930769,8.3,62.12830494,Poor
842,,"12°50'38""","78°55'49""",22-04-2012,384.519457,16,152,52.24729367,383,2,376,134,0.626930769,8.8,67.77984398,Poor
843,,"12°46'43""","78°56'11""",23-04-2012,756,13.17692308,16,54,208,9,220,5,0.626930769,8.2,65.38331661,Poor
844,,"12°51'54""","79°03'43""",24-04-2012,384.519457,36,160,52.24729367,186.7503982,23,189.0329095,168,0.626930769,8.6,78.21854974,Very poor
845,,"12°47'26""","79°05'09""",25-04-2012,713,13.17692308,70,9,197,5,202,72,0.626930769,8.8,65.34334721,Poor
846,,"12°45'15""","79°09'18""",26-04-2012,384.519457,31,112,29,398,5.964226244,189.0329095,77,0.626930769,8.4,66.00660206,Poor
847,,"12°55'05""","79°03'00""",27-04-2012,384.519457,12,76,17,450,2,497,149,0.626930769,8.2,61.39253539,Poor
848,,"12°42'17""","78°48'58""",28-04-2012,384.519457,14,52,59,266,2,189.0329095,39,0.626930769,8.3,63.01296849,Poor
849,,"13°07'50""","79°15'35""",29-04-2012,632,13.17692308,8,23,200,5.964226244,142,122,0.626930769,8.8,65.71648986,Poor
850,,"13°06'25""","79°25'25""",30-04-2012,551,13.17692308,12,6,196,4,124,54,0.626930769,8.8,63.66848369,Poor
851,,"12°59'40""","79°25'28""",01-05-2012,384.519457,31,56,39,309,6,398,77,0.626930769,8.7,67.68697701,Poor
852,,"12°54'10""","79°26'30""",02-05-2012,384.519457,13.17692308,96,34,186.7503982,5.964226244,189.0329095,264,0.626930769,8.4,65.24028229,Poor
853,,"12°57'30""","79°17'00""",03-05-2012,566,13.17692308,26,22,91,32,185,6,0.626930769,8.1,75.34533463,Very poor
854,,"12°39'30""","79°23'42""",04-05-2012,384.519457,21,40,51,334,5.964226244,493,91,0.626930769,8.1,64.21345376,Poor
855,,"12°46'00""","79°23'05""",05-05-2012,991,17,20,11,332,15,454,36,0.626930769,8.2,67.24999549,Poor
856,,"12°48'00""","79°21'25""",06-05-2012,384.519457,35,44,17,375,16,408,149,0.626930769,8.3,69.74762224,Poor
857,,"12°45'25""","79°18'35""",07-05-2012,384.519457,67,76,39,386,5.964226244,189.0329095,149,0.626930769,8,65.05875264,Poor
858,,"12°52'35""","79°15'45""",08-05-2012,533,14,16,21,140,2,189.0329095,158,0.626930769,8.2,59.92147629,Poor
859,,"12°48'40""","79°14'15""",09-05-2012,384.519457,34,160,54,484,17,189.0329095,250,0.626930769,8.6,75.69771729,Very poor
860,,"13°05'02""","79°43'10""",10-05-2012,384.519457,13.17692308,58.75113122,52.24729367,186.7503982,5.964226244,189.0329095,220,0.626930769,8,63.16311098,Poor
861,,"13°02'23""","79°40'06""",11-05-2012,564,13.17692308,22,11,178,10,110,20,0.626930769,9.2,69.64485531,Poor
862,,"13°08'56""","79°42'17""",12-05-2012,384.519457,13.17692308,76,20,25,5.964226244,348,137,0.626930769,9,67.58341689,Poor
863,,"13°08'29""","79°36'40""",13-05-2012,759,13.17692308,36,40,181,9,189.0329095,336,0.626930769,9,70.23830831,Poor
864,,"13°11'19""","79°39'18""",14-05-2012,316,13.17692308,34,5,74,9,71,1,0.626930769,9.4,69.8221022,Poor
865,,"12°56'30""","79°08'00""",15-05-2012,315,13.17692308,8,12,90,4,60,56,0.626930769,8.2,59.90854204,Poor
866,,"12°55'00""","79°12'00""",16-05-2012,418,13.17692308,10,7,149,5,110,24,0.626930769,8.3,60.98616355,Poor
867,,"12°58'50""","79°39'00""",17-05-2012,384.519457,21,48,49,213,5.964226244,189.0329095,125,0.626930769,9,69.14930934,Poor
868,,"12°53'27""","79°30'50""",18-05-2012,975,13.17692308,34,20,290,7,366,118,0.626930769,8.8,67.0339718,Poor
869,,"12°48'00""","79°17'00""",19-05-2012,384.519457,13.17692308,40,44,294,16,347,60,0.626930769,8.8,72.93198535,Poor
870,,"12°50'40""","79°06'40""",20-05-2012,985,11,36,58,251,2,447,89,0.626930769,8.2,62.5711402,Poor
871,,"12°58'00""","79°03'00""",21-05-2012,384.519457,29,168,58,186.7503982,15,189.0329095,384,0.626930769,8.2,71.93427683,Poor
872,,"12°56'40""","78°52'10""",22-05-2012,779,13.17692308,26,1,251,22,188,130,0.626930769,8.4,71.25976905,Poor
873,,"12°58'05""","79°12'25""",23-05-2012,922,13.17692308,16,19,322,3,291,106,0.626930769,8.6,63.28687871,Poor
874,,"12°58'10""","79°04'10""",24-05-2012,384.519457,13.17692308,76,34,368,14,189.0329095,101,0.626930769,8.6,70.62231796,Poor
875,,"12°29'00""","78°34'20""",25-05-2012,544,13.17692308,22,11,168,12,191,61,0.626930769,9,69.64396987,Poor
876,,"12°47'35""","78°53'00""",26-05-2012,582,13.17692308,12,24,196,8,78,106,0.626930769,8.5,64.96537803,Poor
877,,"12°53'20""","78°46'00""",27-05-2012,483,13.17692308,16,22,133,10,135,48,0.626930769,9,68.8742787,Poor
878,,"12°54'05""","78°56'30""",28-05-2012,384.519457,13.17692308,64,83,389,17,189.0329095,154,0.626930769,8,71.08059496,Poor
879,,"12°59'45""","78°54'40""",29-05-2012,923,13.17692308,32,29,260,16,213,120,0.626930769,8.8,72.07168795,Poor
880,,"13°01'50""","78°10'48""",30-05-2012,596,13.17692308,6,15,198,8,113,89,0.626930769,8.6,65.05111541,Poor
881,,"12°56'33""","79°11'49""",31-05-2012,762,13.17692308,12,35,232,4,291,96,0.626930769,8.4,63.14096384,Poor
882,,"12°50'38""","78°55'49""",01-06-2012,926,13.17692308,20,34,290,4,269,108,0.626930769,8.8,65.79458541,Poor
883,,"12°51'54""","79°03'43""",02-06-2012,384.519457,13.17692308,72,54,186.7503982,5.964226244,189.0329095,290,0.626930769,8.2,64.76592553,Poor
884,,"12°47'26""","79°05'09""",03-06-2012,899,13.17692308,28,49,209,33,284,77,0.626930769,8.4,79.70934056,Very poor
885,,"12°45'15""","79°09'18""",04-06-2012,384.519457,13,56,102,186.7503982,12,189.0329095,278,0.626930769,8.4,71.48741405,Poor
886,,"12°55'05""","79°03'00""",05-06-2012,419,13.17692308,24,10,120,8,71,49,0.626930769,8.8,65.9394593,Poor
887,,"13°07'50""","79°15'35""",06-06-2012,384.519457,15,88,54,186.7503982,5.964226244,189.0329095,288,0.626930769,9.2,71.15351897,Poor
888,,"13°06'25""","79°25'25""",07-06-2012,524,13.17692308,16,7,170,3,121,42,0.626930769,8.6,61.93433065,Poor
889,,"12°57'30""","79°17'00""",08-06-2012,748,7,16,21,200,5.964226244,160,86,0.626930769,9,66.70856823,Poor
890,,"12°39'30""","79°23'42""",09-06-2012,384.519457,13.17692308,64,63,186.7503982,5.964226244,189.0329095,312,0.626930769,8.4,66.3760466,Poor
891,,"12°48'00""","79°21'25""",10-06-2012,384.519457,18,80,44,186.7503982,5,189.0329095,288,0.626930769,8,62.79955394,Poor
892,,"12°45'25""","79°18'35""",11-06-2012,384.519457,9,56,71,357,5,189.0329095,259,0.626930769,8,63.80783131,Poor
893,,"12°48'40""","79°14'15""",12-06-2012,646,13.17692308,8,16,205,1,89,120,0.626930769,8.8,62.61761654,Poor
894,,"13°05'02""","79°43'10""",13-06-2012,384.519457,7,128,131,186.7503982,12,189.0329095,372,0.626930769,8,71.46235873,Poor
895,,"13°02'23""","79°40'06""",14-06-2012,418,13.17692308,16,4,152,3,82,12,0.626930769,9.2,65.27532527,Poor
896,,"13°08'56""","79°42'17""",15-06-2012,384.519457,13.17692308,24,66,154,5.964226244,355,120,0.626930769,9.2,70.70235731,Poor
897,,"13°08'29""","79°36'40""",16-06-2012,766,13.17692308,16,45,196,12,195,144,0.626930769,9,71.58133631,Poor
898,,"12°56'30""","79°08'00""",17-06-2012,397,13.17692308,10,11,127,6,85,67,0.626930769,8.8,64.76981388,Poor
899,,"12°55'00""","79°12'00""",18-06-2012,587,13.17692308,14,10,209,5,106,130,0.626930769,8.6,63.35596297,Poor
900,,"12°53'27""","79°30'50""",19-06-2012,551,13.17692308,10,15,189,3,124,60,0.626930769,7.8,57.46362494,Poor
901,,"12°48'00""","79°17'00""",20-06-2012,792,13.17692308,80,56,127,4,188,50,0.626930769,8.7,66.60518072,Poor
902,,"12°50'40""","79°06'40""",21-06-2012,384.519457,20,136,92,396,5,189.0329095,178,0.626930769,8,66.37491348,Poor
903,,"12°58'00""","79°03'00""",22-06-2012,384.519457,20,184,52.24729367,186.7503982,11,189.0329095,266,0.626930769,8.3,69.77777628,Poor
904,,"12°56'40""","78°52'10""",23-06-2012,975,3,90,41,193,23,326,96,0.626930769,8.3,73.82473511,Poor
905,,"12°58'05""","79°12'25""",24-06-2012,384.519457,13.17692308,48,61,393,35,475,163,0.626930769,8.5,82.86717784,Very poor
906,,"12°58'10""","79°04'10""",25-06-2012,384.519457,13.17692308,108,112,290,7,189.0329095,154,0.626930769,8.3,69.42922359,Poor
907,,"12°29'00""","78°34'20""",26-06-2012,536,13.17692308,48,18,120,5,177,66,0.626930769,8.4,62.82079997,Poor
908,,"12°59'51""","79°28'25""",27-06-2012,583,13.17692308,26,24,120,2,124,153,0.626930769,8.4,61.29152753,Poor
909,,"13°06'17""","79°29'45""",28-06-2012,304,13.17692308,98,10,55,3,50,24,0.626930769,8.5,62.20524781,Poor
910,,"12°47'35""","78°53'00""",29-06-2012,542,13.17692308,50,28,122,8,110,14,0.626930769,8.3,64.21864177,Poor
911,,"12°53'20""","78°46'00""",30-06-2012,461,3,52,39,69,3,128,34,0.626930769,8.4,62.26067936,Poor
912,,"12°54'05""","78°56'30""",01-07-2012,384.519457,21,58.75113122,143,186.7503982,4,189.0329095,298,0.626930769,8,67.22920019,Poor
913,,"12°59'45""","78°54'40""",02-07-2012,803,13.17692308,44,40,202,4,131,96,0.626930769,8.7,65.42779302,Poor
914,,"13°01'50""","78°10'48""",03-07-2012,803,13.17692308,44,40,202,4,131,96,0.626930769,8.7,65.42779302,Poor
915,,"12°56'33""","79°11'49""",04-07-2012,794,11,40,24,230,4,284,101,0.626930769,8.4,62.87930588,Poor
916,,"12°50'38""","78°55'49""",05-07-2012,719,17,40,44,143,20,177,96,0.626930769,8,70.01439027,Poor
917,,"12°46'43""","78°56'11""",06-07-2012,698,4,56,51,136,10,216,24,0.626930769,8.3,66.44492366,Poor
918,,"12°51'54""","79°03'43""",07-07-2012,384.519457,16,120,83,186.7503982,5.964226244,133,509,0.626930769,8.5,69.14223848,Poor
919,,"12°47'26""","79°05'09""",08-07-2012,668,13.17692308,52,75,92,8,142,110,0.626930769,8.5,68.07293428,Poor
920,,"12°45'15""","79°09'18""",09-07-2012,384.519457,13,108,51,430,7,189.0329095,192,0.626930769,8.2,65.98119244,Poor
921,,"12°55'05""","79°03'00""",10-07-2012,384.519457,13,144,117,271,5.964226244,189.0329095,250,0.626930769,8.7,72.17216489,Poor
922,,"12°42'17""","78°48'58""",11-07-2012,384.519457,7,86,63,329,34,189.0329095,48,0.626930769,8.3,80.83993944,Very poor
