,vellore,Latitude,Longitude,Date,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
3286,,"13°04'10""","78°58'35""",31-12-2018,614,10,34,54.675,113,4,152,139,1.1,8,98.30974929,Very poor
3287,,"12°58'25""","78°51'38""",01-01-2019,384.519457,6,52,106.92,285,0.1,189.0329095,230,0.6,8,60.57387327,Poor
3288,,"12°56'25""","78°41'05""",02-01-2019,384.519457,16,156,121.5,184,1,189.0329095,150,1.16,8.2,108.0871348,Not suitable
3289,,"13°01'55""","78°51'52""",03-01-2019,887,22,22,75.33,2,5.964226244,111,287,1.3,8.3,118.1681803,Not suitable
3290,,"12°55'47""","78°43'54""",04-01-2019,384.519457,46,92,52.24729367,306,0.1,189.0329095,171,0.9,8.1,83.71805039,Very poor
3291,,"12°56'20""","79°07'20""",05-01-2019,384.519457,2,64,78.975,255,5,319,274,0.9,7.4,81.62628166,Very poor
3292,,"12°55'05""","79°15'08""",06-01-2019,943,9,64,38.88,225,0.1,209,223,0.6,7.4,53.73876069,Poor
3293,,"12°54'06""","79°19'21""",07-01-2019,989,33,56,38.88,225,16,202,152,0.49,7.9,57.5271693,Poor
3294,,"12°46'00""","79°23'05""",08-01-2019,879,11,122,38.88,150,0.1,344,72,0.47,7.4,44.27494999,Good
3295,,"12°46'10""","79°25'20""",09-01-2019,538,1,56,38.88,90,1,163,108,0.36,7.6,35.73789789,Good
3296,,"12°39'30""","79°23'42""",10-01-2019,384.519457,28,32,40.095,331,1,262,240,1.1,7.7,95.41386131,Very poor
3297,,"12°44'48""","79°22'18""",11-01-2019,384.519457,8,128,87.48,219,3,189.0329095,244,0.27,7.6,34.04980122,Good
3298,,"12°48'00""","79°30'00""",12-01-2019,899,4,50,34.02,225,4,305,190,0.555,7.6,52.98219725,Poor
3299,,"12°51'55""","79°22'55""",13-01-2019,384.519457,3,50,46.17,281,2,351,146,0.63,7.6,58.26386645,Poor
3300,,"12°42'30""","79°12'30""",14-01-2019,253,2,38,24.3,21,0.1,35,44,0.2,7.5,20.75096937,Excellent
3301,,"12°42'30""","79°12'30""",15-01-2019,828,4,64,58.32,168,4,227,128,0.65,7.9,63.32705132,Poor
3302,,"12°59'35""","78°44'45""",16-01-2019,312,3,18,48.6,35,3,57,24,0.9,8.2,82.08824003,Very poor
3303,,"12°53'41""","78°51'46""",17-01-2019,608,21,18,88.695,152,0.1,230,70,0.6,8.2,60.56793434,Poor
3304,,"12°52'50""","78°49'45""",18-01-2019,384.519457,4,50,72.9,225,1,422,139,0.6,8,59.22336769,Poor
3305,,"13°00'24""","78°44'46""",19-01-2019,474,6,14,60.75,115,0.1,53,43,1.2,8.2,104.7729317,Not suitable
3306,,"12°54'21""","78°41'42""",20-01-2019,411,5,22,44.955,76,1,71,31,0.98,8.2,87.31154519,Very poor
3307,,"12°55'05""","79°15'08""",21-01-2019,943,9,64,38.88,225,0.1,209,223,0.6,7.4,53.73876069,Poor
3308,,"12°54'06""","79°19'21""",22-01-2019,989,33,56,38.88,225,16,202,152,0.49,7.9,57.5271693,Poor
3309,,"12°46'00""","79°23'05""",23-01-2019,879,11,122,38.88,150,0.1,344,72,0.47,7.4,44.27494999,Good
3310,,"12°46'10""","79°25'20""",24-01-2019,538,1,56,38.88,90,1,163,108,0.36,7.6,35.73789789,Good
3311,,"12°39'30""","79°23'42""",25-01-2019,384.519457,28,32,40.095,331,1,262,240,1.1,7.7,95.41386131,Very poor
3312,,"12°44'48""","79°22'18""",26-01-2019,384.519457,8,128,87.48,219,3,189.0329095,244,0.27,7.6,34.04980122,Good
3313,,"12°48'00""","79°30'00""",27-01-2019,899,4,50,34.02,225,4,305,190,0.555,7.6,52.98219725,Poor
3314,,"12°51'55""","79°22'55""",28-01-2019,384.519457,3,50,46.17,281,2,351,146,0.63,7.6,58.26386645,Poor
3315,,"12°42'30""","79°12'30""",29-01-2019,253,2,38,24.3,21,0.1,35,44,0.2,7.5,20.75096937,Excellent
3316,,"12°42'30""","79°12'30""",30-01-2019,828,4,64,58.32,168,4,227,128,0.65,7.9,63.32705132,Poor
3317,,"12°59'35""","78°44'45""",31-01-2019,312,3,18,48.6,35,3,57,24,0.9,8.2,82.08824003,Very poor
3318,,"12°53'41""","78°51'46""",01-02-2019,608,21,18,88.695,152,0.1,230,70,0.6,8.2,60.56793434,Poor
3319,,"12°52'50""","78°49'45""",02-02-2019,384.519457,4,50,72.9,225,1,422,139,0.6,8,59.22336769,Poor
3320,,"13°00'24""","78°44'46""",03-02-2019,474,6,14,60.75,115,0.1,53,43,1.2,8.2,104.7729317,Not suitable
3321,,"12°54'21""","78°41'42""",04-02-2019,411,5,22,44.955,76,1,71,31,0.98,8.2,87.31154519,Very poor
3322,,"12°50'38""","78°55'49""",05-02-2019,878,9,34,60.75,202,5,195,253,1.46,8.1,128.2189135,Not suitable
3323,,"12°52'46""","78°59'56""",06-02-2019,384.519457,7,32,63.18,276,4,277,248,1.72,8.1,148.0047834,Not suitable
3324,,"12°45'10""","79°09'10""",07-02-2019,907,17,42,91.125,141,2,238,245,0.6,8,61.03209723,Poor
3325,,"12°48'28""","79°08'17""",08-02-2019,348,7,20,27.945,69,1,57,81,0.7,8,63.51090074,Poor
3326,,"12°46'43""","78°56'11""",09-02-2019,851,14,54,78.975,156,8,138,146,1.93,8.2,168.0784209,Not suitable
3327,,"12°41'37""","78°52'40""",10-02-2019,630,14,48,78.975,64,9,92,109,1.2,8.4,112.6220881,Not suitable
3328,,"12°51'54""","79°03'43""",11-02-2019,384.519457,64,104,52.24729367,186.7503982,38,189.0329095,592,0.65,8,85.41435729,Very poor
3329,,"12°51'50""","79°03'40""",12-02-2019,384.519457,16,36,143.37,260,3,404,380,1.37,8.3,126.3563454,Not suitable
3330,,"12°55'05""","79°03'00""",13-02-2019,384.519457,21,24,44.955,446,5.964226244,482,408,0.1,8,22.78744267,Excellent
3331,,"12°50'40""","79°06'40""",14-02-2019,384.519457,50,172,52.24729367,175,8,189.0329095,394,0.1,7.8,25.29175614,Good
3332,,"12°48'50""","79°05'52""",15-02-2019,656,27,28,68.04,87,12,113,140,0.45,8.2,54.47902845,Poor
3333,,"12°56'33""","79°11'49""",16-02-2019,472,11,52,48.6,37,0.1,99,134,0.3,8,33.69544374,Good
3334,,"12°55'31""","79°10'43""",17-02-2019,491,13,40,57.105,41,0.1,121,110,0.35,8,37.93944597,Good
3335,,"12°55'31""","79°10'43""",18-02-2019,384.519457,86,112,52.24729367,239,0.1,189.0329095,253,0.4,7.9,45.42390652,Good
3336,,"12°54'50""","78°49'40""",19-02-2019,896,16,82,41.31,175,8,227,207,0.95,8.1,90.02315358,Very poor
3337,,"12°53'35""","79°04'05""",20-02-2019,384.519457,51,64,52.24729367,368,0.1,189.0329095,312,1.28,8.1,113.4147982,Not suitable
3338,,"12°55'05""","79°03'00""",21-02-2019,384.519457,21,24,44.955,446,5.964226244,482,408,0.1,8,22.78744267,Excellent
3339,,"12°50'38""","78°55'49""",22-02-2019,878,9,34,60.75,202,5,195,253,1.46,8.1,128.2189135,Not suitable
3340,,"12°52'46""","78°59'56""",23-02-2019,384.519457,7,32,63.18,276,4,277,248,1.72,8.1,148.0047834,Not suitable
3341,,"12°45'10""","79°09'10""",24-02-2019,907,17,42,91.125,141,2,238,245,0.6,8,61.03209723,Poor
3342,,"12°48'28""","79°08'17""",25-02-2019,348,7,20,27.945,69,1,57,81,0.7,8,63.51090074,Poor
3343,,"12°46'43""","78°56'11""",26-02-2019,851,14,54,78.975,156,8,138,146,1.93,8.2,168.0784209,Not suitable
3344,,"12°41'37""","78°52'40""",27-02-2019,630,14,48,78.975,64,9,92,109,1.2,8.4,112.6220881,Not suitable
3345,,"12°51'54""","79°03'43""",28-02-2019,384.519457,64,104,52.24729367,186.7503982,38,189.0329095,592,0.65,8,85.41435729,Very poor
3346,,"12°51'50""","79°03'40""",01-03-2019,384.519457,16,36,143.37,260,3,404,380,1.37,8.3,126.3563454,Not suitable
3347,,"12°55'05""","79°03'00""",02-03-2019,384.519457,21,24,44.955,446,5.964226244,482,408,0.1,8,22.78744267,Excellent
3348,,"12°50'40""","79°06'40""",03-03-2019,384.519457,50,172,52.24729367,175,8,189.0329095,394,0.1,7.8,25.29175614,Good
3349,,"12°48'50""","79°05'52""",04-03-2019,656,27,28,68.04,87,12,113,140,0.45,8.2,54.47902845,Poor
3350,,"12°56'33""","79°11'49""",05-03-2019,472,11,52,48.6,37,0.1,99,134,0.3,8,33.69544374,Good
3351,,"12°55'31""","79°10'43""",06-03-2019,491,13,40,57.105,41,0.1,121,110,0.35,8,37.93944597,Good
3352,,"12°55'31""","79°10'43""",07-03-2019,384.519457,86,112,52.24729367,239,0.1,189.0329095,253,0.4,7.9,45.42390652,Good
3353,,"12°54'50""","78°49'40""",08-03-2019,896,16,82,41.31,175,8,227,207,0.95,8.1,90.02315358,Very poor
3354,,"12°53'35""","79°04'05""",09-03-2019,384.519457,51,64,52.24729367,368,0.1,189.0329095,312,1.28,8.1,113.4147982,Not suitable
3355,,"12°55'05""","79°03'00""",10-03-2019,384.519457,21,24,44.955,446,5.964226244,482,408,0.1,8,22.78744267,Excellent
3356,,"12°55'25""","79°19'58""",11-03-2019,869,16,52,38.88,186,19,230,187,0.45,7.4,52.25481955,Poor
3357,,"12°59'52""","79°18'11""",12-03-2019,266,3,36,17.01,32,3,35,60,0.4,7.7,38.77383051,Good
3358,,"13°05'25""","79°25'26""",13-03-2019,677,8,36,41.31,147,5,124,151,0.46,7.5,45.35573984,Good
3359,,"13°06'52""","79°25'20""",14-03-2019,843,18,36,43.74,205,3,199,173,0.65,7.6,60.46353678,Poor
3360,,"12°58'46""","79°24'33""",15-03-2019,440,2,20,49.815,76,2,53,84,0.67,7.6,60.26187372,Poor
3361,,"12°42'39""","79°15'26""",16-03-2019,384.519457,37,100,138.51,170,2,376,348,0.7,7.6,70.62157766,Poor
3362,,"12°56'04""","79°15'08""",17-03-2019,523,4,46,42.525,76,5,92,136,0.6,7.4,55.43190651,Poor
3363,,"12°55'30""","79°22'00""",18-03-2019,384.519457,25,76,32.805,290,3,266,318,0.66,7.4,60.6077742,Poor
3364,,"12°53'49""","79°22'56""",19-03-2019,384.519457,11,58.75113122,52.24729367,384,4,189.0329095,492,0.53,7.3,51.01747721,Poor
3365,,"12°55'25""","79°19'58""",20-03-2019,869,16,52,38.88,186,19,230,187,0.45,7.4,52.25481955,Poor
3366,,"12°59'52""","79°18'11""",21-03-2019,266,3,36,17.01,32,3,35,60,0.4,7.7,38.77383051,Good
3367,,"13°05'25""","79°25'26""",22-03-2019,677,8,36,41.31,147,5,124,151,0.46,7.5,45.35573984,Good
3368,,"13°06'52""","79°25'20""",23-03-2019,843,18,36,43.74,205,3,199,173,0.65,7.6,60.46353678,Poor
3369,,"12°58'46""","79°24'33""",24-03-2019,440,2,20,49.815,76,2,53,84,0.67,7.6,60.26187372,Poor
3370,,"12°42'39""","79°15'26""",25-03-2019,384.519457,37,100,138.51,170,2,376,348,0.7,7.6,70.62157766,Poor
3371,,"12°56'04""","79°15'08""",26-03-2019,523,4,46,42.525,76,5,92,136,0.6,7.4,55.43190651,Poor
3372,,"12°55'30""","79°22'00""",27-03-2019,384.519457,25,76,32.805,290,3,266,318,0.66,7.4,60.6077742,Poor
3373,,"12°53'49""","79°22'56""",28-03-2019,384.519457,11,58.75113122,52.24729367,384,4,189.0329095,492,0.53,7.3,51.01747721,Poor
3374,,"13°09'06""","79°41'08""",29-03-2019,384.519457,47,52,68.04,354,5.964226244,355,92,0.15,7.6,25.99015818,Good
3375,,"13°09'56""","79°40'20""",30-03-2019,384.519457,52,60,58.32,327,5,255,293,0.37,7.6,42.51285964,Good
3376,,"13°05'01""","79°43'10""",31-03-2019,384.519457,18,32,41.31,391,5.964226244,170,242,0.35,8.2,42.50251161,Good
3377,,"13°03'20""","79°42'10""",01-04-2019,461,6,46,40.095,58,4,64,115,0.3,7.6,32.61026204,Good
3378,,"12°58'50""","79°28'24""",02-04-2019,837,5,54,61.965,159,0.1,262,195,0.58,7.7,54.77932722,Poor
3379,,"13°01'04""","79°28'38""",03-04-2019,276,3,30,27.945,51,0.1,57,121.0057919,1.44,7.9,119.9529869,Not suitable
3380,,"12°54'26""","79°27'43""",04-04-2019,384.519457,20,64,51.03,273,5.964226244,355,152,0.05,8.2,20.05594873,Excellent
3381,,"12°55'29""","79°27'13""",05-04-2019,962,4,64,86.265,159,2,245,251,0.68,7.6,64.43686081,Poor
3382,,"12°55'29""","79°27'43""",06-04-2019,311,3,24,43.74,32,1,53,55,0.86,8,76.54556957,Very poor
3383,,"13°03'40""","79°36'25""",07-04-2019,625,5,54,61.965,74,2,206,128,0.1,7.8,18.68145746,Excellent
3384,,"12°59'13""","79°40'39""",08-04-2019,829,2,22,49.815,223,2,184,168,0.7,8.1,66.37277807,Poor
3385,,"12°59'07""","79°39'07""",09-04-2019,833,4,30,36.45,200,2,223,227,0.1,8,18.69310566,Excellent
3386,,"12°56'20""","79°35'43""",10-04-2019,384.519457,14,94,47.385,237,7,266,277,0.5,7.7,52.57041684,Poor
3387,,"12°58'00""","79°33'35""",11-04-2019,306,2,30,31.59,37,1,64,72,0.36,8,37.12428718,Good
3388,,"13°05'45""","79°34'26""",12-04-2019,495,24,100,32.805,55,3,74,124,0.3,8,35.60107876,Good
3389,,"13°05'15""","79°31'02""",13-04-2019,422,8,54,15.795,78,1,74,72,0.6,8,55.66027938,Poor
3390,,"13°09'06""","79°41'08""",14-04-2019,384.519457,47,52,68.04,354,5.964226244,355,92,0.15,7.6,25.99015818,Good
3391,,"13°09'56""","79°40'20""",15-04-2019,384.519457,52,60,58.32,327,5,255,293,0.37,7.6,42.51285964,Good
3392,,"13°05'01""","79°43'10""",16-04-2019,384.519457,18,32,41.31,391,5.964226244,170,242,0.35,8.2,42.50251161,Good
3393,,"13°03'20""","79°42'10""",17-04-2019,461,6,46,40.095,58,4,64,115,0.3,7.6,32.61026204,Good
3394,,"12°58'50""","79°28'24""",18-04-2019,837,5,54,61.965,159,0.1,262,195,0.58,7.7,54.77932722,Poor
3395,,"13°01'04""","79°28'38""",19-04-2019,276,3,30,27.945,51,0.1,57,121.0057919,1.44,7.9,119.9529869,Not suitable
3396,,"12°54'26""","79°27'43""",20-04-2019,384.519457,20,64,51.03,273,5.964226244,355,152,0.05,8.2,20.05594873,Excellent
3397,,"12°55'29""","79°27'13""",21-04-2019,962,4,64,86.265,159,2,245,251,0.68,7.6,64.43686081,Poor
3398,,"12°55'29""","79°27'43""",22-04-2019,311,3,24,43.74,32,1,53,55,0.86,8,76.54556957,Very poor
3399,,"13°03'40""","79°36'25""",23-04-2019,625,5,54,61.965,74,2,206,128,0.1,7.8,18.68145746,Excellent
3400,,"12°59'13""","79°40'39""",24-04-2019,829,2,22,49.815,223,2,184,168,0.7,8.1,66.37277807,Poor
3401,,"12°59'07""","79°39'07""",25-04-2019,833,4,30,36.45,200,2,223,227,0.1,8,18.69310566,Excellent
3402,,"12°56'20""","79°35'43""",26-04-2019,384.519457,14,94,47.385,237,7,266,277,0.5,7.7,52.57041684,Poor
3403,,"12°58'00""","79°33'35""",27-04-2019,306,2,30,31.59,37,1,64,72,0.36,8,37.12428718,Good
3404,,"13°05'45""","79°34'26""",28-04-2019,495,24,100,32.805,55,3,74,124,0.3,8,35.60107876,Good
3405,,"13°05'15""","79°31'02""",29-04-2019,422,8,54,15.795,78,1,74,72,0.6,8,55.66027938,Poor
3406,,"12°58'10""","79°04'10""",30-04-2019,384.519457,10,150,35.235,161,4,355,200,0.3,7.2,32.18072587,Good
3407,,,,01-05-2019,384.519457,11,116,2.43,186.7503982,4,189.0329095,341,0.35,7.5,35.82939232,Good
3408,,"12°57'10""","78°59'20""",02-05-2019,384.519457,3,58.75113122,20.655,264,4,486,435,1.3,7.3,109.0015459,Not suitable
3409,,"13°01'45""","79°14'00""",03-05-2019,973,18,98,48.6,181,14,245,108,0.2,7.4,31.24756834,Good
3410,,"12°58'05""","79°12'25""",04-05-2019,296,2,46,17.01,39,4,53,52,0.44,7.9,43.7772683,Good
3411,,"13°01'30""","79°02'20""",05-05-2019,740,12,22,47.385,196,4,160,59,0.76,7.8,70.26763343,Poor
3412,,"12°58'30""","79°16'25""",06-05-2019,410,2,38,18.225,92,4,106,55,0.37,7.6,36.66514304,Good
3413,,"13°03'45""","79°16'55""",07-05-2019,994,18,64,34.02,208,5.964226244,220,81,0.18,8,27.77205135,Good
3414,,"12°56'20""","79°07'20""",08-05-2019,308,2,42,31.59,27,4,64,23,0.25,8.1,30.87075914,Good
3415,,"12°57'10""","79°59'20""",09-05-2019,858,12,54,97.2,119,4,241,101,0.7,7.6,67.45985304,Poor
3416,,"12°48'00""","79°30'00""",10-05-2019,384.519457,25,60,104.49,186.7503982,5.964226244,189.0329095,482,0.1,7.7,23.94208441,Excellent
3417,,"12°39'30""","79°23'42""",11-05-2019,537,12,58,26.73,101,3,163,22,0.57,7.4,51.63696879,Poor
3418,,"12°46'00""","79°23'05""",12-05-2019,678,7,80,34.02,117,2,216,151,0.28,7.7,31.20557182,Good
3419,,"12°42'30""","79°12'30""",13-05-2019,384.519457,58,116,85.05,257,5.964226244,85,257,0.16,7.5,28.07915274,Good
3420,,"12°55'05""","79°15'08""",14-05-2019,384.519457,15,60,31.59,347,2,362,102,0.7,7.7,64.23436766,Poor
3421,,"12°54'06""","79°19'21""",15-05-2019,384.519457,6,50,41.31,354,13,390,151,0.25,7.8,35.93388631,Good
3422,,"12°51'55""","79°22'55""",16-05-2019,384.519457,7,148,82.62,186.7503982,7,189.0329095,392,0.37,7.7,44.75045372,Good
3423,,"12°46'10""","79°25'20""",17-05-2019,464,9,58,37.665,2,4,177,60,0.18,7.6,23.38030477,Excellent
3424,,"12°44'48""","79°22'18""",18-05-2019,275,2,50,24.3,18,3,46,18,0.2,7.5,22.45730317,Excellent
3425,,"12°42'30""","79°12'30""",19-05-2019,810,15,48,47.385,178,3,230,107,0.16,7.7,23.07979817,Excellent
3426,,"13°05'25""","79°25'26""",20-05-2019,695,10,20,27.945,182,0.1,191,99,0.3,8.2,33.77496648,Good
3427,,"12°58'46""","79°24'33""",21-05-2019,491,4,28,34.02,110,0.1,92,57,0.4,7.8,38.91520206,Good
3428,,"12°42'39""","79°15'26""",22-05-2019,730,20,26,52.245,170,0.1,142,83,0.9,7.9,80.23470662,Very poor
3429,,"12°59'52""","79°18'11""",23-05-2019,707,13,56,41.31,149,1,195,79,0.5,7.6,47.37430045,Good
3430,,"12°53'49""","79°22'56""",24-05-2019,749,10,78,66.825,94,1,259,120,0.16,7.6,22.49437097,Excellent
3431,,"13°06'52""","79°25'20""",25-05-2019,830,16,16,36.45,239,1,248,97,0.33,8.3,38.04071806,Good
3432,,"12°56'04""","79°15'08""",26-05-2019,368,3,30,24.3,69,7,106,33,0.4,7.8,41.98902889,Good
3433,,"12°55'30""","79°22'00""",27-05-2019,384.519457,25,84,26.73,294,1,319,211,0.5,7.5,47.39760331,Good
3434,,"12°55'25""","79°19'58""",28-05-2019,463,6,48,19.44,96,8,142,20,0.3,7.8,34.97096917,Good
3435,,"12°58'25""","78°51'38""",29-05-2019,384.519457,4,38,64.395,311,39,422,214,0.77,8.3,94.47306018,Very poor
3436,,"13°01'55""","78°51'52""",30-05-2019,555,9,18,40.095,131,33,113,34,1.2,8.4,122.9773552,Not suitable
3437,,"12°56'25""","78°41'05""",31-05-2019,384.519457,16,92,116.64,186.7503982,5.964226244,92,117,1.16,8.1,108.8546399,Not suitable
3438,,"13°04'10""","78°58'35""",01-06-2019,835,18,46,53.46,85,5.964226244,209,150,1,8.2,93.32609226,Very poor
3439,,"13°05'01""","79°43'10""",02-06-2019,278,3,16,27.945,60,0.1,53,28,16,7.9,1251.935857,Not suitable
3440,,"13°09'06""","79°41'08""",03-06-2019,631,9,72,23.085,115,4,206,98,0.2,7.6,24.74015442,Excellent
3441,,"12°59'13""","79°40'39""",04-06-2019,779,2,24,46.17,220,1,227,48,0.36,8.1,39.07561077,Good
3442,,"13°03'20""","79°42'10""",05-06-2019,384.519457,6,86,87.48,179,1,440,48,0.05,7.6,15.13281331,Excellent
3443,,"12°58'50""","79°28'24""",06-06-2019,577,6,50,34.02,112,1,184,90,0.23,7.6,25.53814176,Good
3444,,"13°01'04""","79°28'38""",07-06-2019,458,2,44,34.02,94,0.1,163,35,0.92,7.7,78.9019768,Very poor
3445,,"13°05'45""","79°34'26""",08-06-2019,413,7,40,36.45,63,2,135,33,0.45,7.8,44.13737046,Good
3446,,"12°59'07""","79°39'07""",09-06-2019,900,18,92,37.665,150,5.964226244,213,95,0.37,7.9,42.38525063,Good
3447,,"13°05'15""","79°31'02""",10-06-2019,711,27,44,24.3,178,2,156,74,0.58,7.8,54.84690807,Poor
3448,,"12°54'26""","79°27'43""",11-06-2019,384.519457,17,58.75113122,68.04,186.7503982,8,189.0329095,342,0.31,6.9,34.0612764,Good
3449,,"12°55'29""","79°27'43""",12-06-2019,309,1,20,25.515,68,4,64,13,0.89,8.1,80.04947979,Very poor
3450,,"12°56'20""","79°35'43""",13-06-2019,938,2,72,41.31,212,8,376,153,0.1,7.8,21.60066439,Excellent
3451,,"12°55'29""","79°27'13""",14-06-2019,656,3,34,54.675,151,4,227,25,0.78,7.7,71.32814183,Poor
3452,,"12°58'00""","79°33'35""",15-06-2019,289,1,62,29.16,66,6,113,9,0.37,7.5,37.84462461,Good
3453,,"13°03'40""","79°36'25""",16-06-2019,565,4,60,46.17,75,4,191,71,0.2,7.6,25.42012485,Good
3454,,"12°59'35""","78°44'45""",17-06-2019,302,5,16,23.085,46,38,50,25,1,8.4,108.7244568,Not suitable
3455,,"13°00'24""","78°44'46""",18-06-2019,402,4,14,20.655,113,29,60,10,1.38,8.5,133.9843148,Not suitable
3456,,"12°55'47""","78°43'54""",19-06-2019,384.519457,18,136,72.9,327,14,189.0329095,244,1.1,7.9,106.3167733,Not suitable
3457,,"12°53'41""","78°51'46""",20-06-2019,384.519457,6,24,106.92,266,21,189.0329095,110,0.5,8,63.47355458,Poor
3458,,"12°54'21""","78°41'42""",21-06-2019,441,4,16,35.235,97,20,78,56,1.06,8.4,104.4864811,Not suitable
3459,,"12°52'50""","78°49'45""",22-06-2019,649,3,20,49.815,153,21,213,35,0.87,8.1,89.50240099,Very poor
3460,,"12°50'40""","79°06'40""",23-06-2019,384.519457,22,80,92.34,140,9,316,254,0.37,7.9,47.0427859,Good
3461,,"12°56'33""","79°11'49""",24-06-2019,454,9,50,51.03,37,5,113,67,0.4,7.9,43.43775834,Good
3462,,"12°50'38""","78°55'49""",25-06-2019,384.519457,11,24,68.04,255,13,266,187,1.13,8.2,107.7374884,Not suitable
3463,,"12°51'54""","79°03'43""",26-06-2019,384.519457,2,128,52.24729367,372,4,189.0329095,239,0.41,8,46.1498305,Good
3464,,"12°55'31""","79°10'43""",27-06-2019,384.519457,57,88,52.24729367,255,34,189.0329095,275,0.6,8.2,79.73520321,Very poor
3465,,"12°55'05""","79°03'00""",28-06-2019,384.519457,47,72,106.92,455,5.964226244,189.0329095,432,0.18,8.3,35.40379335,Good
3466,,"12°51'50""","79°03'40""",29-06-2019,384.519457,7,16,85.05,320,4,376,149,1.45,8.4,129.8045638,Not suitable
3467,,"12°55'31""","79°10'43""",30-06-2019,384.519457,14,30,43.74,248,14,365,130,0.7,8.2,73.79637065,Poor
3468,,"12°53'35""","79°04'05""",01-07-2019,384.519457,49,60,52.24729367,432,18,189.0329095,325,1.5,8.3,141.4233268,Not suitable
3469,,"12°52'46""","78°59'56""",02-07-2019,384.519457,23,56,86.265,246,16,376,243,0.65,8,72.86356051,Poor
3470,,"12°54'50""","78°49'40""",03-07-2019,582,21,18,52.245,115,8,135,22,0.76,8.2,75.11467824,Very poor
3471,,"12°48'50""","79°05'52""",04-07-2019,361,3,40,17.01,67,5,121,43,0.38,7.9,39.75194506,Good
3472,,"12°48'28""","79°08'17""",05-07-2019,524,9,38,40.095,93,6,142,65,0.4,8,44.01855208,Good
3473,,"12°41'37""","78°52'40""",06-07-2019,565,10,18,69.255,100,4,135,27,1.1,8.3,100.4384235,Not suitable
3474,,"12°45'10""","79°09'10""",07-07-2019,841,20,54,93.555,102,7,252,124,0.59,8,63.09467368,Poor
3475,,"12°44'50""","78°52'40""",08-07-2019,384.519457,13.17692308,80,52.245,186.7503982,7,189.0329095,140,1.4,8.2,125.2319727,Not suitable
3476,,"12°58'10""","79°04'10""",09-07-2019,384.519457,12,58.75113122,34.02,304,5.964226244,2,70,0.52,8.1,54.22894902,Poor
3477,,,,10-07-2019,384.519457,54,64,121.5,186.7503982,5.964226244,8,337,0.46,8,55.36868351,Poor
3478,,"12°57'10""","78°59'20""",11-07-2019,384.519457,2,58.75113122,21.87,262,5.964226244,0.1,401,1.03,7.6,90.25793338,Very poor
3479,,"12°58'05""","79°12'25""",12-07-2019,190,10,34,3.645,18,21,13,10,0.31,7.4,39.05813801,Good
3480,,"13°01'30""","79°02'20""",13-07-2019,694,10,28,43.74,184,5.964226244,0.1,44,0.84,8,78.32703328,Very poor
3481,,"13°01'45""","79°14'00""",14-07-2019,946,15,62,44.955,214,5.964226244,14,106,0.1,7.6,19.31414761,Excellent
3482,,"12°58'30""","79°16'25""",15-07-2019,307,2,34,21.87,58,5.964226244,1,14,0.33,7.7,35.06626249,Good
3483,,"13°03'45""","79°16'55""",16-07-2019,384.519457,18,80,36.45,290,5.964226244,59,165,0.35,7.7,39.41017917,Good
3484,,"12°56'20""","79°07'20""",17-07-2019,384.519457,15,144,119.07,368,5.964226244,0.1,346,0.47,7.6,53.54542306,Poor
3485,,"12°57'10""","79°59'20""",18-07-2019,865,2,52,55.89,191,5.964226244,0.1,195,0.55,7.7,54.9005181,Poor
3486,,"12°45'10""","79°09'10""",19-07-2019,384.519457,21,56,108.135,166,5.964226244,0.1,180,0.66,7.9,67.94719259,Poor
3487,,"12°48'28""","79°08'17""",20-07-2019,511,4,54,47.385,76,5.964226244,2,54,0.84,7.8,77.17616861,Very poor
3488,,"12°56'33""","79°11'49""",21-07-2019,709,7,66,72.9,76,5.964226244,0.1,202,0.41,7.9,46.23908552,Good
3489,,"12°55'31""","79°10'43""",22-07-2019,384.519457,60,120,145.8,255,5.964226244,0.1,248,0.57,7.7,64.34229759,Poor
3490,,"12°48'50""","79°05'52""",23-07-2019,768,5,50,68.04,124,5.964226244,13,191,0.63,8.1,64.12866257,Poor
3491,,"12°57'04""","79°11'27""",24-07-2019,889,7,22,52.245,244,5.964226244,12,22,0.54,8.4,57.83698791,Poor
3492,,"12°50'51""","79°05'41""",25-07-2019,579,16,26,53.46,110,5.964226244,4,36,0.61,8.2,62.17967514,Poor
3493,,"12°48'00""","79°30'00""",26-07-2019,384.519457,7,112,63.18,186.7503982,5.964226244,0.1,363,0.47,7.7,50.1821256,Poor
3494,,"12°39'30""","79°23'42""",27-07-2019,775,3,42,37.665,200,5.964226244,0.1,90,0.36,7.9,40.12586885,Good
3495,,"12°46'00""","79°23'05""",28-07-2019,899,9,136,34.02,147,5.964226244,0.1,105,0.44,7.7,46.42734916,Good
3496,,"12°42'30""","79°12'30""",29-07-2019,653,14,36,17.01,200,5.964226244,0.1,10,0.95,7.8,84.5055195,Very poor
3497,,"12°55'05""","79°15'08""",30-07-2019,952,10,62,142.155,253,5.964226244,0.1,105,0.6,7.8,64.32445676,Poor
3498,,"12°54'06""","79°19'21""",31-07-2019,384.519457,10,96,46.17,340,5.964226244,5,56,0.39,7.8,43.40926097,Good
3499,,"12°51'55""","79°22'55""",01-08-2019,384.519457,10,168,140.94,467,5.964226244,0.1,343,0.25,7.7,38.50778784,Good
